OBJECTID_12,OBJECTID,latitude,longitude,property_type,room_type,accommodates,price,FID_1,OBJECTID_1,FID_1_1,OBJECTID_2,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_Leng,Count_,Sum_Field1,Sum_Lat,Sum_Long,Sum_Aggrav,Sum_Aircra,Sum_Arson,Sum_Assemb,Sum_Auto_T,Sum_Auto_1,Sum_Ballis,Sum_Bomb_H,Sum_Commer,Sum_Crimin,Sum_Disord,Sum_Drug_V,Sum_Explos,Sum_Firear,Sum_HOME_I,Sum_Harass,Sum_Homici,Sum_Mansla,Sum_Offens,Sum_Reside,Sum_Robber,Sum_Search,Sum_Simple,Sum_Vandal,Sum_Warran,Shape_Le_1
57,2017,42.351010000000002,-71.077420000000004,Apartment,Entire home/apt,8,368,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
58,2327,42.353149999999999,-71.076179999999994,Condominium,Entire home/apt,2,179,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
59,2338,42.351410000000001,-71.080340000000007,Apartment,Entire home/apt,3,175,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
60,2377,42.349730000000001,-71.079099999999997,Apartment,Entire home/apt,5,175,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
61,2557,42.354129999999998,-71.073170000000005,Apartment,Entire home/apt,3,109,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
62,2668,42.350340000000003,-71.079239999999999,Apartment,Entire home/apt,2,267,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
63,2918,42.352260000000001,-71.076329999999999,Apartment,Entire home/apt,1,100,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
64,3229,42.353279999999998,-71.077029999999993,Apartment,Entire home/apt,4,249,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
65,3275,42.353310000000000,-71.076139999999995,Apartment,Entire home/apt,2,149,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
66,3525,42.352870000000003,-71.076490000000007,Condominium,Entire home/apt,2,125,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
67,3606,42.349690000000002,-71.078919999999997,Boutique hotel,Hotel room,2,219,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
68,3618,42.351149999999997,-71.077950000000001,Boutique hotel,Hotel room,2,113,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
69,3619,42.351250000000000,-71.079499999999996,Boutique hotel,Hotel room,2,219,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
70,3748,42.350589999999997,-71.079549999999998,Boutique hotel,Hotel room,2,113,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
71,3887,42.352710000000002,-71.076490000000007,Apartment,Entire home/apt,2,90,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
72,4241,42.353149999999999,-71.076830000000001,Condominium,Entire home/apt,2,150,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
73,4319,42.353760000000001,-71.074489999999997,Apartment,Entire home/apt,6,300,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
74,4349,42.353160000000003,-71.074479999999994,Condominium,Entire home/apt,4,205,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
75,4375,42.352040000000002,-71.070980000000006,Apartment,Private room,1,99,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
76,4484,42.350299999999997,-71.078410000000005,Condominium,Entire home/apt,4,695,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
77,4506,42.353499999999997,-71.075320000000005,Apartment,Entire home/apt,3,197,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
78,191,42.344600000000000,-71.101720000000000,Other,Entire home/apt,3,213,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
79,323,42.344960000000000,-71.104529999999997,Condominium,Entire home/apt,2,179,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
80,516,42.346609999999998,-71.104659999999996,Condominium,Private room,2,125,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
81,519,42.344499999999996,-71.102040000000002,Apartment,Entire home/apt,5,186,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
82,533,42.346460000000000,-71.103409999999997,Apartment,Entire home/apt,2,260,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
83,572,42.347729999999999,-71.103480000000005,Apartment,Entire home/apt,3,147,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
84,643,42.345059999999997,-71.101730000000003,Apartment,Entire home/apt,5,188,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
85,778,42.345480000000002,-71.101370000000003,Apartment,Entire home/apt,3,124,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
86,783,42.343870000000003,-71.102270000000004,Apartment,Entire home/apt,3,141,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
87,789,42.345860000000002,-71.100120000000004,Apartment,Entire home/apt,5,176,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
88,807,42.345350000000003,-71.102029999999999,Apartment,Entire home/apt,5,182,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
89,809,42.344720000000002,-71.101749999999996,Apartment,Entire home/apt,5,199,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
90,810,42.345070000000000,-71.101439999999997,Apartment,Entire home/apt,5,183,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
91,864,42.347529999999999,-71.103530000000006,Apartment,Entire home/apt,2,110,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
92,931,42.346910000000001,-71.104929999999996,Apartment,Entire home/apt,4,100,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
93,972,42.346260000000001,-71.102959999999996,Apartment,Private room,2,50,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
94,1018,42.346269999999997,-71.104320000000001,Apartment,Entire home/apt,2,95,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
95,1185,42.346460000000000,-71.104159999999993,Apartment,Entire home/apt,2,120,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
96,1249,42.347679999999997,-71.106639999999999,Apartment,Private room,1,30,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
97,1477,42.347340000000003,-71.105220000000003,Apartment,Entire home/apt,3,397,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
98,1478,42.347360000000002,-71.106430000000003,Apartment,Entire home/apt,2,394,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
99,1479,42.347050000000003,-71.104929999999996,Apartment,Entire home/apt,4,394,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
100,1481,42.346060000000001,-71.104889999999997,Apartment,Entire home/apt,3,317,4,5,7,460,25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.000000000000000,0.000000000000000,+42.3462887,-071.1033879,2741497.180000000167638,62.936100000000003,3173,1283,0174922,147912,0003862,0147912,2323.084607910000159,66,877458,2794.801895279999826,-4692.783320659999845,7,0,0,0,1,0,0,0,4,0,2,4,0,1,0,2,0,0,0,8,0,0,11,15,11,2323.084607910000159
