OBJECTID_12,OBJECTID,latitude,longitude,property_type,room_type,accommodates,price,FID_1,OBJECTID_1,FID_1_1,OBJECTID_2,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_Leng,Count_,Sum_Field1,Sum_Lat,Sum_Long,Sum_Aggrav,Sum_Aircra,Sum_Arson,Sum_Assemb,Sum_Auto_T,Sum_Auto_1,Sum_Ballis,Sum_Bomb_H,Sum_Commer,Sum_Crimin,Sum_Disord,Sum_Drug_V,Sum_Explos,Sum_Firear,Sum_HOME_I,Sum_Harass,Sum_Homici,Sum_Mansla,Sum_Offens,Sum_Reside,Sum_Robber,Sum_Search,Sum_Simple,Sum_Vandal,Sum_Warran,Shape_Le_1
969,3070,42.291930000000001,-71.066379999999995,Condominium,Private room,3,50,54,55,57,617,25,025,092200,25025092200,922,Census Tract 922,G5020,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,6256656.209999999962747,143.633100000000013,3349,1227,0175305,148295,0003960,0148295,3414.573973449999812,272,3546839,11504.620615199999520,-19329.750089299999672,31,0,1,1,17,0,3,0,1,0,10,38,0,8,0,10,2,0,1,9,18,3,55,45,19,3414.573973449999812
970,3875,42.296230000000001,-71.067059999999998,House,Private room,2,69,54,55,57,617,25,025,092200,25025092200,922,Census Tract 922,G5020,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,6256656.209999999962747,143.633100000000013,3349,1227,0175305,148295,0003960,0148295,3414.573973449999812,272,3546839,11504.620615199999520,-19329.750089299999672,31,0,1,1,17,0,3,0,1,0,10,38,0,8,0,10,2,0,1,9,18,3,55,45,19,3414.573973449999812
971,3946,42.293379999999999,-71.063980000000001,Apartment,Private room,4,50,54,55,57,617,25,025,092200,25025092200,922,Census Tract 922,G5020,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,6256656.209999999962747,143.633100000000013,3349,1227,0175305,148295,0003960,0148295,3414.573973449999812,272,3546839,11504.620615199999520,-19329.750089299999672,31,0,1,1,17,0,3,0,1,0,10,38,0,8,0,10,2,0,1,9,18,3,55,45,19,3414.573973449999812
972,3967,42.294049999999999,-71.069010000000006,Apartment,Entire home/apt,6,120,54,55,57,617,25,025,092200,25025092200,922,Census Tract 922,G5020,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,6256656.209999999962747,143.633100000000013,3349,1227,0175305,148295,0003960,0148295,3414.573973449999812,272,3546839,11504.620615199999520,-19329.750089299999672,31,0,1,1,17,0,3,0,1,0,10,38,0,8,0,10,2,0,1,9,18,3,55,45,19,3414.573973449999812
973,4030,42.296509999999998,-71.067769999999996,House,Private room,2,75,54,55,57,617,25,025,092200,25025092200,922,Census Tract 922,G5020,581304.000000000000000,0.000000000000000,+42.2950231,-071.0661698,6256656.209999999962747,143.633100000000013,3349,1227,0175305,148295,0003960,0148295,3414.573973449999812,272,3546839,11504.620615199999520,-19329.750089299999672,31,0,1,1,17,0,3,0,1,0,10,38,0,8,0,10,2,0,1,9,18,3,55,45,19,3414.573973449999812
974,1613,42.300150000000002,-71.067830000000001,Apartment,Private room,2,60,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
975,1652,42.298920000000003,-71.068680000000001,Apartment,Entire home/apt,4,139,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
976,2052,42.298160000000003,-71.068910000000002,Apartment,Private room,4,150,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
977,2628,42.301679999999998,-71.064300000000003,House,Entire home/apt,8,180,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
978,3389,42.300519999999999,-71.064030000000002,Condominium,Entire home/apt,6,199,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
979,3689,42.300020000000004,-71.063149999999993,Apartment,Entire home/apt,10,525,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
980,3736,42.298949999999998,-71.067790000000002,House,Private room,4,69,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
981,4114,42.300339999999998,-71.069379999999995,Apartment,Private room,3,57,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
982,4117,42.301949999999998,-71.069310000000002,Apartment,Private room,2,47,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
983,4118,42.301349999999999,-71.069410000000005,Apartment,Private room,2,47,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
984,4119,42.300170000000001,-71.070009999999996,Apartment,Private room,3,57,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
985,4120,42.299779999999998,-71.069109999999995,Apartment,Private room,3,57,55,56,58,618,25,025,092000,25025092000,920,Census Tract 920,G5020,489737.000000000000000,0.000000000000000,+42.2996758,-071.0675668,5271120.790000000037253,121.008300000000006,4945,1693,0175294,148284,0003958,0148284,3560.531834890000027,271,3415218,11463.442094300000463,-19258.918349799998396,30,0,0,1,10,2,5,1,3,0,2,19,0,6,0,18,3,0,2,20,14,5,54,60,16,3560.531834920000165
986,1306,42.299289999999999,-71.078379999999996,Apartment,Entire home/apt,8,190,56,57,59,619,25,025,091900,25025091900,919,Census Tract 919,G5020,481985.000000000000000,0.000000000000000,+42.3008408,-071.0755308,5187639.740000000223517,119.091800000000006,3860,1380,0175289,148279,0003957,0148279,2931.084496450000188,264,3522664,11167.451073599999290,-18763.738860400000704,35,0,3,0,17,5,5,0,5,1,4,15,0,6,0,11,1,0,2,9,13,0,54,65,13,2931.084496429999945
987,1765,42.304749999999999,-71.075209999999998,Townhouse,Private room,1,39,56,57,59,619,25,025,091900,25025091900,919,Census Tract 919,G5020,481985.000000000000000,0.000000000000000,+42.3008408,-071.0755308,5187639.740000000223517,119.091800000000006,3860,1380,0175289,148279,0003957,0148279,2931.084496450000188,264,3522664,11167.451073599999290,-18763.738860400000704,35,0,3,0,17,5,5,0,5,1,4,15,0,6,0,11,1,0,2,9,13,0,54,65,13,2931.084496429999945
988,2145,42.299550000000004,-71.076520000000002,Apartment,Entire home/apt,2,90,56,57,59,619,25,025,091900,25025091900,919,Census Tract 919,G5020,481985.000000000000000,0.000000000000000,+42.3008408,-071.0755308,5187639.740000000223517,119.091800000000006,3860,1380,0175289,148279,0003957,0148279,2931.084496450000188,264,3522664,11167.451073599999290,-18763.738860400000704,35,0,3,0,17,5,5,0,5,1,4,15,0,6,0,11,1,0,2,9,13,0,54,65,13,2931.084496429999945
989,4359,42.298319999999997,-71.077780000000004,House,Entire home/apt,16,95,56,57,59,619,25,025,091900,25025091900,919,Census Tract 919,G5020,481985.000000000000000,0.000000000000000,+42.3008408,-071.0755308,5187639.740000000223517,119.091800000000006,3860,1380,0175289,148279,0003957,0148279,2931.084496450000188,264,3522664,11167.451073599999290,-18763.738860400000704,35,0,3,0,17,5,5,0,5,1,4,15,0,6,0,11,1,0,2,9,13,0,54,65,13,2931.084496429999945
990,34,42.310389999999998,-71.069069999999996,Guest suite,Entire home/apt,4,55,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
991,1108,42.304760000000002,-71.071680000000001,House,Private room,1,36,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
992,1158,42.305669999999999,-71.073220000000006,Apartment,Private room,1,37,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
993,1204,42.306130000000003,-71.072869999999995,Apartment,Private room,1,36,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
994,1206,42.304369999999999,-71.071929999999995,Apartment,Private room,1,36,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
995,1209,42.306399999999996,-71.072749999999999,Apartment,Private room,1,36,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
996,1256,42.304690000000001,-71.071039999999996,Apartment,Private room,1,37,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
997,1285,42.306539999999998,-71.072469999999996,Apartment,Private room,1,38,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
998,1363,42.305900000000001,-71.071290000000005,Apartment,Private room,1,36,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
999,2577,42.306130000000003,-71.067660000000004,House,Private room,2,38,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1000,2594,42.307369999999999,-71.071380000000005,House,Private room,2,45,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1001,2849,42.306660000000001,-71.067869999999999,Apartment,Private room,2,46,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1002,3159,42.306609999999999,-71.067059999999998,Apartment,Private room,2,48,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1003,3160,42.307259999999999,-71.066580000000002,Apartment,Private room,2,48,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1004,3381,42.307070000000003,-71.069720000000004,Apartment,Private room,2,45,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1005,3382,42.306820000000002,-71.070080000000004,Apartment,Private room,4,45,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1006,3383,42.306690000000003,-71.070070000000001,Apartment,Private room,2,45,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1007,3721,42.306780000000003,-71.070639999999997,Guesthouse,Private room,4,50,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1008,3722,42.306609999999999,-71.068809999999999,Apartment,Private room,4,50,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1009,3723,42.306789999999999,-71.070160000000001,Apartment,Private room,2,65,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1010,4102,42.308070000000001,-71.073089999999993,Apartment,Private room,2,95,57,58,60,620,25,025,091800,25025091800,918,Census Tract 918,G5020,432061.000000000000000,0.000000000000000,+42.3073664,-071.0705167,4650342.469999999739230,106.757199999999997,3452,1214,0175285,148275,0003956,0148275,2722.386556840000139,250,3236741,10576.755498200000147,-17767.272662799998216,26,0,0,1,10,3,4,0,2,0,4,21,0,5,2,4,1,0,0,13,13,1,53,61,26,2722.386556829999790
1011,1879,42.305190000000003,-71.065899999999999,House,Private room,4,55,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1012,2810,42.302830000000000,-71.064200000000000,House,Entire home/apt,8,121,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1013,2838,42.302880000000002,-71.064880000000002,House,Private room,4,29,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1014,2839,42.302930000000003,-71.064620000000005,House,Private room,4,29,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1015,2844,42.303719999999998,-71.064490000000006,House,Private room,4,19,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1016,2892,42.302650000000000,-71.063190000000006,House,Entire home/apt,16,275,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1017,2967,42.302750000000003,-71.063199999999995,House,Private room,5,64,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1018,2972,42.302390000000003,-71.063649999999996,House,Private room,2,50,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1019,3113,42.302390000000003,-71.064210000000003,Apartment,Entire home/apt,8,180,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1020,3138,42.306500000000000,-71.066659999999999,Apartment,Private room,2,65,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1021,3141,42.304209999999998,-71.063040000000001,House,Entire home/apt,7,139,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1022,3158,42.305850000000000,-71.067049999999995,Apartment,Private room,2,48,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1023,3195,42.304110000000001,-71.064819999999997,House,Entire home/apt,12,191,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1024,3224,42.303489999999996,-71.063469999999995,House,Private room,4,98,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1025,3270,42.303980000000003,-71.064940000000007,House,Private room,4,138,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
1026,3272,42.302740000000000,-71.063040000000001,House,Private room,2,65,58,59,61,621,25,025,091700,25025091700,917,Census Tract 917,G5020,289325.000000000000000,0.000000000000000,+42.3036111,-071.0659136,3114052.120000000111759,71.488799999999998,3069,1050,0175281,148271,0003955,0148271,2778.899177249999866,166,1883034,7022.422092910000174,-11797.050803699999960,12,0,0,1,13,3,4,0,0,0,2,7,0,3,0,7,0,0,2,15,10,4,35,36,12,2778.899177230000078
